2023-12-17 20:25:43.749000,com.android.settings
2023-12-17 20:27:51.405000,com.example.nextapp
2023-12-17 20:28:13.416000,com.sec.android.app.camera
2023-12-17 20:28:33.516000,com.google.android.googlequicksearchbox
2023-12-17 20:29:00.018000,com.sec.android.app.launcher
2023-12-23 13:36:01.198000,com.example.nextapp
2023-12-23 13:36:28.893000,com.android.settings.intelligence
2023-12-23 13:36:43.931000,com.samsung.accessibility
2023-12-23 13:36:51.317000,com.sec.android.app.launcher
2023-12-23 16:28:48.114000,com.example.nextapp
2023-12-23 16:28:54.409000,com.sec.android.app.camera
2023-12-23 16:29:09.731000,com.sec.android.app.launcher
2023-12-23 16:29:20.973000,com.samsung.android.dialer
2023-12-23 16:29:44.187000,com.google.android.googlequicksearchbox
2023-12-23 16:30:25.534000,com.margento.urbanabeta
2023-12-23 16:30:49.871000,com.fitbit.FitbitMobile
2023-12-23 16:31:14.415000,com.sec.android.app.launcher
2023-12-23 16:31:31.353000,com.samsung.android.dialer
2023-12-23 16:31:48.408000,com.sec.android.app.launcher
2023-12-23 19:20:58.673000,com.android.settings
2023-12-23 19:21:02.236000,com.android.settings.intelligence
2023-12-23 19:22:30.492000,com.sec.android.app.launcher
2023-12-23 20:00:31.851000,com.netflix.mediaclient
2023-12-23 20:00:40.973000,com.google.android.gms
2023-12-23 20:01:09.436000,com.netflix.mediaclient
2023-12-23 20:02:39.385000,com.netflix.mediaclient
2023-12-24 06:36:34.674000,com.sec.android.app.launcher
2023-12-24 06:36:46.502000,com.samsung.android.messaging
2023-12-24 06:40:17.348000,com.sec.android.app.launcher
2023-12-24 06:40:22.811000,com.samsung.android.messaging
2023-12-24 06:42:34.801000,com.sec.android.app.launcher
2023-12-24 07:42:27.536000,com.samsung.android.messaging
2023-12-24 07:42:48.459000,com.sec.android.app.launcher
2023-12-24 09:06:39.662000,com.sec.android.app.camera
2023-12-24 12:03:00.162000,com.samsung.android.incallui
2023-12-24 12:55:36.192000,com.sec.android.app.launcher
2023-12-24 12:55:37.437000,com.samsung.android.messaging
2023-12-24 13:27:54.078000,com.sec.android.gallery3d
2023-12-24 13:30:28.323000,com.sec.android.app.launcher
2023-12-24 13:30:30.626000,com.sec.android.app.launcher
2023-12-24 14:12:29.879000,com.samsung.android.messaging
2023-12-24 14:12:47.473000,com.sec.android.app.launcher
2023-12-24 14:12:56.376000,com.google.android.googlequicksearchbox
2023-12-24 14:14:41.800000,com.android.chrome
2023-12-24 14:15:10.830000,com.google.android.googlequicksearchbox
2023-12-24 14:15:49.827000,com.android.chrome
2023-12-24 14:17:40.700000,com.google.android.googlequicksearchbox
2023-12-24 14:18:13.561000,com.android.chrome
2023-12-24 14:19:49.354000,com.google.android.googlequicksearchbox
2023-12-24 14:20:22.155000,com.android.chrome
2023-12-24 14:24:45.187000,com.sec.android.app.launcher
2023-12-24 14:59:26.891000,com.sec.android.gallery3d
2023-12-24 14:59:53.776000,com.sec.android.app.launcher
1970-01-01 01:00:00.000000,com.android.providers.userdictionary
1970-01-01 01:00:00.000000,com.android.location.fused
1970-01-01 01:00:00.000000,com.samsung.sec.android.application.csc
2023-12-24 18:54:49.022000,com.google.android.gm
2023-12-24 18:56:13.279000,com.sec.android.app.launcher
2023-12-24 21:29:30.734000,com.google.android.gm
2023-12-24 21:29:45.257000,com.sec.android.app.launcher
2023-12-25 10:27:06.337000,com.samsung.android.dialer
2023-12-25 10:27:15.747000,com.samsung.android.incallui
2023-12-25 10:30:25.898000,com.samsung.android.dialer
2023-12-25 11:08:01.935000,com.sec.android.app.launcher
2023-12-25 11:08:13.141000,com.samsung.android.dialer
2023-12-25 11:08:25.602000,com.samsung.android.incallui
2023-12-25 11:10:26.094000,com.sec.android.app.launcher
2023-12-25 11:10:28.395000,com.sec.android.app.launcher
2023-12-25 12:02:46.294000,com.samsung.android.dialer
2023-12-25 12:03:09.956000,com.sec.android.app.launcher
2023-12-25 12:17:34.528000,com.google.android.googlequicksearchbox
2023-12-25 12:18:30.671000,com.android.chrome
